,sentence,outlet,topic,type,group_id,num_sent,Label_bias,Label_opinion,biased_words,outliers,tokenized_sentence
31,"The other witnesses at the hearing shared story after story about how Americans are struggling to pay off student loans, with many having to delay getting married, buying a home, and having children.",breitbart,student-debt,right,2,1,Non-biased,Entirely factual,"['story', 'struggling']","{'americans', 'children.'}","['the', 'other', 'witnesses', 'at', 'the', 'hearing', 'shared', 'story', 'after', 'story', 'about', 'how', 'americans', 'are', 'struggling', 'to', 'pay', 'off', 'student', 'loans,', 'with', 'many', 'having', 'to', 'delay', 'getting', 'married,', 'buying', 'a', 'home,', 'and', 'having', 'children.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
32,French sporting goods retailer Decathlon has confirmed they will not be stocking a sports hijab after public backlash and threats of a mass boycott.,breitbart,sport,right,2,1,Non-biased,Entirely factual,['backlash'],"{'retailer', 'sporting', 'backlash', 'french', 'stocking', 'hijab', 'decathlon'}","['french', 'sporting', 'goods', 'retailer', 'decathlon', 'has', 'confirmed', 'they', 'will', 'not', 'be', 'stocking', 'a', 'sports', 'hijab', 'after', 'public', 'backlash', 'and', 'threats', 'of', 'a', 'mass', 'boycott.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
33,Young women taking part in high school and college athletics across the country have had their dreams of winning dashed by the movement to allow biological male who “identify” as female to compete against them.,breitbart,sport,right,2,1,Biased,Expresses writer’s opinion,"['winning', 'dashed', 'identify']","{'dashed', 'athletics'}","['young', 'women', 'taking', 'part', 'in', 'high', 'school', 'and', 'college', 'athletics', 'across', 'the', 'country', 'have', 'had', 'their', 'dreams', 'of', 'winning', 'dashed', 'by', 'the', 'movement', 'to', 'allow', 'biological', 'male', 'who', '“identify”', 'as', 'female', 'to', 'compete', 'against', 'them.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
34,"Australian sports stars, sparked in part by a call to action from tennis player Nick Kyrgios, have rallied to raise funds in support of relief and recovery efforts for victims of the country’s bushfire catastrophe.",reuters,sport,center,2,1,Non-biased,Entirely factual,['rallied'],"{'player', 'sparked', 'bushfire', 'australian', 'rallied', 'tennis'}","['australian', 'sports', 'stars,', 'sparked', 'in', 'part', 'by', 'a', 'call', 'to', 'action', 'from', 'tennis', 'player', 'nick', 'kyrgios,', 'have', 'rallied', 'to', 'raise', 'funds', 'in', 'support', 'of', 'relief', 'and', 'recovery', 'efforts', 'for', 'victims', 'of', 'the', 'country’s', 'bushfire', 'catastrophe.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
35,"Under current immigration policies, it’s possible that immigration arrests could lead to poor mental health by increasing deportation fears among undocumented individuals and their families and neighbors, the study authors write.",reuters,immigration,center,2,1,Biased,No agreement,"['poor', 'mental', 'health']","{'deportation', 'arrests', 'undocumented', 'write.'}","['under', 'current', 'immigration', 'policies,', 'it’s', 'possible', 'that', 'immigration', 'arrests', 'could', 'lead', 'to', 'poor', 'mental', 'health', 'by', 'increasing', 'deportation', 'fears', 'among', 'undocumented', 'individuals', 'and', 'their', 'families', 'and', 'neighbors,', 'the', 'study', 'authors', 'write.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
36,"Less-organized migrants, tighter immigration control by Guatemalan authorities and the presence of U.S. advisers have reduced the likelihood that the hundreds of migrants who departed Honduras will form anything like the cohesive procession the term “caravan” now conjures.",msnbc,immigration,left,2,1,Biased,No agreement,"['caravan', 'Less-organized', 'cohesive']","{'migrants', 'guatemalan', 'departed', 'tighter', 'procession', 'advisers', 'cohesive', 'honduras'}","['less-organized', 'migrants,', 'tighter', 'immigration', 'control', 'by', 'guatemalan', 'authorities', 'and', 'the', 'presence', 'of', 'u.s.', 'advisers', 'have', 'reduced', 'the', 'likelihood', 'that', 'the', 'hundreds', 'of', 'migrants', 'who', 'departed', 'honduras', 'will', 'form', 'anything', 'like', 'the', 'cohesive', 'procession', 'the', 'term', '“caravan”', 'now', 'conjures.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
37,U.S. Education Secretary Betsy DeVos is withdrawing protections put in place by former President Barack Obama for students who have mismanaged or are defaulting on their college loans.,breitbart,student-debt,right,2,1,Non-biased,Entirely factual,[],"{'secretary', 'obama', 'withdrawing', 'devos', 'betsy', 'protections', 'mismanaged', 'defaulting', 'barack'}","['u.s.', 'education', 'secretary', 'betsy', 'devos', 'is', 'withdrawing', 'protections', 'put', 'in', 'place', 'by', 'former', 'president', 'barack', 'obama', 'for', 'students', 'who', 'have', 'mismanaged', 'or', 'are', 'defaulting', 'on', 'their', 'college', 'loans.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
38,"Trump enjoys and encourages state brutality against people of color, and black people in particular. It excites him and his most ardent followers. But his response isn’t just based on personal predilections. It’s also based on political considerations.",alternet,elections-2020,left,2,3,Biased,Expresses writer’s opinion,"['brutality', 'enjoys', 'encourages', 'ardent', 'excites']","{'followers.', 'enjoys', 'brutality', 'ardent', 'excites', 'particular.', 'trump'}","['trump', 'enjoys', 'and', 'encourages', 'state', 'brutality', 'against', 'people', 'of', 'color,', 'and', 'black', 'people', 'in', 'particular.', 'it', 'excites', 'him', 'and', 'his', 'most', 'ardent', 'followers.', 'but', 'his', 'response', 'isn’t', 'just', 'based', 'on', 'personal', 'predilections.', 'it’s', 'also', 'based', 'on', 'political', 'considerations.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
39,"For the first time the annual risk report, compiled by the World Economic Forum (WEF), found the top five concerns were all environmental, from extreme weather to biodiversity loss and events like oil spills and radioactive contamination.",reuters,environment,center,2,1,Non-biased,Entirely factual,[],"{'annual', 'forum', 'spills', 'biodiversity', 'radioactive', 'weather', 'compiled'}","['for', 'the', 'first', 'time', 'the', 'annual', 'risk', 'report,', 'compiled', 'by', 'the', 'world', 'economic', 'forum', '(wef),', 'found', 'the', 'top', 'five', 'concerns', 'were', 'all', 'environmental,', 'from', 'extreme', 'weather', 'to', 'biodiversity', 'loss', 'and', 'events', 'like', 'oil', 'spills', 'and', 'radioactive', 'contamination.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
40,"Abortionists, who prey on desperate people, should no longer receive your hard-earned tax dollars.",federalist,abortion,right,3,1,Biased,Expresses writer’s opinion,"['prey', 'desperate', 'Abortionists']","{'hard-earned', 'dollars.'}","['abortionists,', 'who', 'prey', 'on', 'desperate', 'people,', 'should', 'no', 'longer', 'receive', 'your', 'hard-earned', 'tax', 'dollars.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
41,The Trump administration has continued to deny climate change findings and make scientific reports inaccessible to the public.,msnbc,environment,left,3,1,Biased,Entirely factual,['deny'],"{'public.', 'trump', 'inaccessible'}","['the', 'trump', 'administration', 'has', 'continued', 'to', 'deny', 'climate', 'change', 'findings', 'and', 'make', 'scientific', 'reports', 'inaccessible', 'to', 'the', 'public.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
42,"As controversies about the “reopening” of America loom over our lives, nothing seems as intrinsically irrelevant — yet possibly as critically important — as how soon major spectator sports return.",alternet,sport,left,3,1,Non-biased,Expresses writer’s opinion,"['irrelevant', 'critically']","{'america', 'controversies', 'critically', 'return.', 'intrinsically', 'spectator'}","['as', 'controversies', 'about', 'the', '“reopening”', 'of', 'america', 'loom', 'over', 'our', 'lives,', 'nothing', 'seems', 'as', 'intrinsically', 'irrelevant', '—', 'yet', 'possibly', 'as', 'critically', 'important', '—', 'as', 'how', 'soon', 'major', 'spectator', 'sports', 'return.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
43,"In the months that followed, all independent polling has found the American mainstream not only blames Trump and his party for the shutdown, but also does not want to spend billions of taxpayer dollars on an ineffective and unnecessary border wall.",msnbc,immigration,left,3,1,Biased,Somewhat factual but also opinionated,"['blames', 'ineffective', 'unnecessary']","{'border', 'american', 'blames', 'taxpayer', 'polling', 'ineffective', 'trump', 'billions'}","['in', 'the', 'months', 'that', 'followed,', 'all', 'independent', 'polling', 'has', 'found', 'the', 'american', 'mainstream', 'not', 'only', 'blames', 'trump', 'and', 'his', 'party', 'for', 'the', 'shutdown,', 'but', 'also', 'does', 'not', 'want', 'to', 'spend', 'billions', 'of', 'taxpayer', 'dollars', 'on', 'an', 'ineffective', 'and', 'unnecessary', 'border', 'wall.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
44,Members of the German Green Party have proposed that so-called “climate refugees” should be allowed to move to the country and receive a German passport upon their arrival.,breitbart,environment,right,3,1,Non-biased,Entirely factual,"['climate', 'refugees', 'so-called']","{'german', 'passport'}","['members', 'of', 'the', 'german', 'green', 'party', 'have', 'proposed', 'that', 'so-called', '“climate', 'refugees”', 'should', 'be', 'allowed', 'to', 'move', 'to', 'the', 'country', 'and', 'receive', 'a', 'german', 'passport', 'upon', 'their', 'arrival.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
45,"Kendrick, who, like many Planned Parenthood supporters, blames men for pro-life legislation while she ignores mention of the life of unborn babies, also drafted a “testicular bill of rights.",breitbart,abortion,right,3,1,Biased,Somewhat factual but also opinionated,"['blames', 'ignores', 'pro-life']","{'ignores', 'blames', 'unborn', 'drafted', 'pro-life', 'rights.', 'parenthood'}","['kendrick,', 'who,', 'like', 'many', 'planned', 'parenthood', 'supporters,', 'blames', 'men', 'for', 'pro-life', 'legislation', 'while', 'she', 'ignores', 'mention', 'of', 'the', 'life', 'of', 'unborn', 'babies,', 'also', 'drafted', 'a', '“testicular', 'bill', 'of', 'rights.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
46,"Abortion propaganda was always meant to obscure the reality of abortion, not justify it.",federalist,abortion,right,3,1,Biased,Expresses writer’s opinion,"['obscure', 'propaganda']",set(),"['abortion', 'propaganda', 'was', 'always', 'meant', 'to', 'obscure', 'the', 'reality', 'of', 'abortion,', 'not', 'justify', 'it.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
47,"UFC Middleweight Champion Israel Adesanya’s comment that his opponent will ""crumble like the Twin Towers"", in addition to being terrible and inappropriate, also makes no sense. ",breitbart,sport,right,3,1,Biased,Expresses writer’s opinion,"['terrible', 'inappropriate', 'makes', 'no', 'sense', 'and']","{'israel', 'champion', 'comment', 'middleweight', 'opponent', 'sense.'}","['ufc', 'middleweight', 'champion', 'israel', 'adesanya’s', 'comment', 'that', 'his', 'opponent', 'will', '""crumble', 'like', 'the', 'twin', 'towers"",', 'in', 'addition', 'to', 'being', 'terrible', 'and', 'inappropriate,', 'also', 'makes', 'no', 'sense.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
48,"Yet when researchers in the U.S. have been so corrupt they have gone to jail, mainstream scientists still accept their research.",alternet,vaccines,left,3,1,Biased,No agreement,"['corrupt', 'mainstream']","{'corrupt', 'research.'}","['yet', 'when', 'researchers', 'in', 'the', 'u.s.', 'have', 'been', 'so', 'corrupt', 'they', 'have', 'gone', 'to', 'jail,', 'mainstream', 'scientists', 'still', 'accept', 'their', 'research.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
49,"Donald Trump has taken heat for mostly refusing to mask up while performing his duties. This left the Biden camp with a choice to make when Joe woke up from political hibernation, and they went all in.",federalist,elections-2020,right,3,2,Biased,Somewhat factual but also opinionated,"['refusing', 'political', 'hibernation']","{'performing', 'biden', 'donald', 'trump'}","['donald', 'trump', 'has', 'taken', 'heat', 'for', 'mostly', 'refusing', 'to', 'mask', 'up', 'while', 'performing', 'his', 'duties.', 'this', 'left', 'the', 'biden', 'camp', 'with', 'a', 'choice', 'to', 'make', 'when', 'joe', 'woke', 'up', 'from', 'political', 'hibernation,', 'and', 'they', 'went', 'all', 'in.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
50,"Omar believes USA Powerlifting is discriminating against males who identify as transgender women, based on the “myth” that they have a “direct competitive advantage” over biological females.",breitbart,sport,right,3,1,Biased,No agreement,"['discriminating', 'myth']","{'transgender', 'males', 'biological', 'discriminating', 'powerlifting'}","['omar', 'believes', 'usa', 'powerlifting', 'is', 'discriminating', 'against', 'males', 'who', 'identify', 'as', 'transgender', 'women,', 'based', 'on', 'the', '“myth”', 'that', 'they', 'have', 'a', '“direct', 'competitive', 'advantage”', 'over', 'biological', 'females.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
51,Christians should make clear that the perpetuation of objectionable vaccines and the lack of alternatives is a kind of coercion.,federalist,vaccines,right,3,1,Biased,Expresses writer’s opinion,"['coercion', 'objectionable', 'perpetuation', 'Christians']","{'vaccines', 'objectionable', 'perpetuation', 'christians'}","['christians', 'should', 'make', 'clear', 'that', 'the', 'perpetuation', 'of', 'objectionable', 'vaccines', 'and', 'the', 'lack', 'of', 'alternatives', 'is', 'a', 'kind', 'of', 'coercion.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
52,"Democrats really don’t want to spend billions of taxpayer dollars on a giant, ineffective border wall, so if Trump were try to come up with an offer designed to entice them, he’d have to propose something that would be (a) enormous; and (b) wildly unpopular among Republicans.",msnbc,immigration,left,3,1,Biased,Expresses writer’s opinion,"['ineffective', 'wildly', 'unpopular', 'Democrats', 'giant']","{'border', 'taxpayer', 'democrats', 'wildly', 'unpopular', 'ineffective', 'entice', 'trump', 'billions'}","['democrats', 'really', 'don’t', 'want', 'to', 'spend', 'billions', 'of', 'taxpayer', 'dollars', 'on', 'a', 'giant,', 'ineffective', 'border', 'wall,', 'so', 'if', 'trump', 'were', 'try', 'to', 'come', 'up', 'with', 'an', 'offer', 'designed', 'to', 'entice', 'them,', 'he’d', 'have', 'to', 'propose', 'something', 'that', 'would', 'be', '(a)', 'enormous;', 'and', '(b)', 'wildly', 'unpopular', 'among', 'republicans.', 'PADDED', 'PADDED', 'PADDED']"
